eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2105,58.28,57.73,57.46,59.84,58.52,44.97
2016-01-01,2105,56.1,57.41,57.76,59.6,60.85,58.28
2015-01-01,2105,59.28,60.37,60.37,55.77,48.03,56.1
2014-01-01,2105,69.82,72.07,68.05,62.76,56.61,59.28
2013-01-01,2105,61.24,65.02,68.73,63.99,62.12,69.82
2012-01-01,2105,40.84,40.19,43.5,44.38,52.44,61.24
2011-01-01,2105,33.01,32.92,34.59,39.89,37.12,40.84
2010-01-01,2105,25.1,25.17,25.43,24.24,32.87,33.01
2009-01-01,2105,12.23,12.57,17.33,17.75,24.91,25.1
2008-01-01,2105,15.72,16.38,15.56,10.71,12.26,12.23
2007-01-01,2105,7.46,7.49,8.16,10.62,19.58,15.72
2006-01-01,2105,5.0,5.03,5.49,5.87,8.22,7.46
2005-01-01,2105,5.92,5.77,5.49,5.55,5.66,5.0
2004-01-01,2105,6.37,6.22,5.04,5.83,6.52,5.92
2003-01-01,2105,4.76,4.8,4.11,4.42,5.71,6.37
2002-01-01,2105,1.99,1.93,2.26,2.58,3.79,4.76
2001-01-01,2105,1.46,1.37,1.3,1.36,1.55,1.99
2000-01-01,2105,1.28,1.28,1.24,1.17,1.49,1.46
