eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2601,8.28,7.84,7.89,10.5,8.02,8.71
2016-01-01,2601,8.55,8.74,8.18,7.8,7.47,8.28
2015-01-01,2601,15.96,16.11,16.54,12.48,10.74,8.55
2014-01-01,2601,17.61,17.46,17.22,19.54,20.02,15.96
2013-01-01,2601,21.86,21.09,21.23,20.07,20.46,17.61
2012-01-01,2601,40.58,39.75,42.67,31.35,29.36,21.86
2011-01-01,2601,59.37,65.21,63.08,63.73,40.16,40.58
2010-01-01,2601,48.14,47.49,50.0,49.81,61.59,59.37
2009-01-01,2601,34.03,35.75,36.01,38.78,38.31,48.14
2008-01-01,2601,60.4,64.02,70.67,41.31,30.62,34.03
2007-01-01,2601,32.01,37.98,36.6,45.43,80.17,60.4
2006-01-01,2601,5.33,5.34,7.31,10.94,15.23,32.01
2005-01-01,2601,5.58,6.02,5.38,5.73,4.16,5.33
2004-01-01,2601,12.42,12.29,12.03,6.14,5.72,5.58
2003-01-01,2601,5.12,5.81,4.11,6.12,6.59,12.42
2002-01-01,2601,8.19,9.2,9.73,6.19,4.35,5.12
2001-01-01,2601,8.8,8.21,7.55,5.71,4.75,8.19
2000-01-01,2601,18.8,20.0,17.47,16.53,10.43,8.8
