eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1524,12.02,11.52,11.01,10.46,10.97,10.11
2016-01-01,1524,7.47,6.91,7.09,8.08,11.33,12.02
2015-01-01,1524,6.54,6.59,6.3,5.0,4.6,7.47
2014-01-01,1524,7.84,7.95,7.69,7.71,7.28,6.54
2013-01-01,1524,7.02,6.61,6.83,6.82,8.1,7.84
2012-01-01,1524,6.48,6.03,5.78,5.19,6.28,7.02
2011-01-01,1524,8.44,8.56,8.37,7.98,6.4,6.48
2010-01-01,1524,12.3,13.26,12.02,10.74,10.74,8.44
2009-01-01,1524,7.95,8.97,9.37,7.29,9.07,12.3
2008-01-01,1524,9.9,9.81,9.9,7.62,6.93,7.95
2007-01-01,1524,14.92,15.41,14.06,14.38,13.69,9.9
2006-01-01,1524,12.26,12.69,13.86,12.46,12.46,14.92
2005-01-01,1524,12.26,12.2,13.49,10.46,15.19,12.26
2004-01-01,1524,9.53,9.64,10.11,9.88,11.96,12.26
2003-01-01,1524,6.86,7.65,7.75,8.75,7.39,9.53
2002-01-01,1524,5.63,6.41,6.01,5.56,5.5,6.86
2001-01-01,1524,6.29,6.59,5.34,4.05,3.78,5.63
2000-01-01,1524,14.28,10.59,13.02,7.37,3.88,6.29
