eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2342,21.8,20.31,19.72,15.41,24.77,30.25
2016-01-01,2342,13.87,13.77,14.27,11.74,11.39,21.8
2015-01-01,2342,27.4,27.1,24.67,15.7,10.9,13.87
2014-01-01,2342,31.46,31.21,30.37,46.82,36.21,27.4
2013-01-01,2342,35.87,33.29,33.69,33.04,26.75,31.46
2012-01-01,2342,36.0,36.81,37.17,29.7,19.8,35.87
2011-01-01,2342,133.66,126.01,117.01,81.46,43.47,36.0
2010-01-01,2342,144.95,141.04,127.11,128.71,156.61,133.66
2009-01-01,2342,166.93,187.7,184.5,116.61,130.99,144.95
2008-01-01,2342,405.74,416.13,412.93,293.93,204.47,166.93
2007-01-01,2342,673.09,690.15,640.52,687.05,682.9,405.74
2006-01-01,2342,131.83,130.27,158.19,210.15,225.65,673.09
2005-01-01,2342,110.41,113.84,110.89,180.69,134.77,131.83
2004-01-01,2342,327.79,38.43,38.43,184.27,106.22,110.41
2003-01-01,2342,292.39,306.81,148.16,97.68,129.8,327.79
2002-01-01,2342,1134.15,1107.93,1055.48,567.08,458.9,292.39
2001-01-01,2342,1495.91,1436.31,1406.51,1062.04,432.68,1134.15
2000-01-01,2342,4390.03,4762.52,4629.49,3857.91,2211.09,1495.91
