eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2380,7.12,7.01,7.05,6.62,6.95,6.95
2016-01-01,2380,7.2,7.13,6.95,6.95,6.92,7.12
2015-01-01,2380,8.83,9.06,8.82,7.93,7.36,7.2
2014-01-01,2380,10.3,10.8,10.35,10.5,9.94,8.83
2013-01-01,2380,8.34,8.08,8.21,8.3,8.07,10.3
2012-01-01,2380,11.31,11.01,10.33,9.68,9.7,8.34
2011-01-01,2380,21.64,21.07,18.98,16.89,11.26,11.31
2010-01-01,2380,14.37,14.27,17.93,18.59,15.52,21.64
2009-01-01,2380,8.29,8.6,9.23,8.77,12.25,14.37
2008-01-01,2380,15.4,15.73,14.98,11.94,9.32,8.29
2007-01-01,2380,19.87,19.31,17.49,19.0,16.44,15.4
2006-01-01,2380,19.03,18.99,19.64,18.42,15.9,19.87
2005-01-01,2380,11.44,11.37,10.51,13.06,18.2,19.03
2004-01-01,2380,16.2,17.56,15.13,12.94,12.63,11.44
2003-01-01,2380,11.12,11.45,10.84,13.4,15.72,16.2
2002-01-01,2380,22.8,22.99,21.66,14.33,13.34,11.12
2001-01-01,2380,43.97,44.21,49.65,32.85,16.28,22.8
2000-01-01,2380,19.28,63.59,16.48,42.56,29.08,43.97
