eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1443,5.89,5.26,5.9,5.65,5.91,5.93
2016-01-01,1443,5.39,5.02,4.99,4.94,4.78,5.89
2015-01-01,1443,6.72,6.75,6.91,5.6,5.0,5.39
2014-01-01,1443,7.77,7.63,7.63,8.79,7.29,6.72
2013-01-01,1443,5.0,4.79,5.07,5.5,8.74,7.77
2012-01-01,1443,5.5,5.2,5.07,4.23,5.19,5.0
2011-01-01,1443,7.36,7.45,8.48,8.13,6.15,5.5
2010-01-01,1443,6.71,6.74,6.89,6.69,8.24,7.36
2009-01-01,1443,4.8,5.88,5.85,5.4,5.38,6.71
2008-01-01,1443,7.08,7.21,7.25,5.88,3.21,4.8
2007-01-01,1443,9.32,9.81,9.43,9.25,9.62,7.08
2006-01-01,1443,6.26,6.05,6.82,7.47,6.52,9.32
2005-01-01,1443,6.99,7.08,6.78,6.67,6.31,6.26
2004-01-01,1443,10.39,10.61,9.71,6.54,7.7,6.99
2003-01-01,1443,6.95,7.23,5.42,10.07,6.99,10.39
2002-01-01,1443,8.82,8.2,9.0,8.39,6.35,6.95
2001-01-01,1443,9.73,9.21,8.46,5.68,4.45,8.82
2000-01-01,1443,18.83,17.43,15.82,13.45,9.02,9.73
