eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,9930,46.53,45.69,45.35,46.7,47.31,53.29
2016-01-01,9930,50.81,48.21,47.89,45.6,46.28,46.53
2015-01-01,9930,58.29,60.07,61.85,57.91,47.18,50.81
2014-01-01,9930,50.6,50.81,49.75,52.71,53.02,58.29
2013-01-01,9930,37.95,35.35,36.35,36.15,38.53,50.6
2012-01-01,9930,27.4,28.27,29.01,30.5,31.76,37.95
2011-01-01,9930,23.21,23.26,25.5,24.98,24.12,27.4
2010-01-01,9930,22.33,22.3,21.74,20.03,20.71,23.21
2009-01-01,9930,18.75,19.2,20.74,21.36,22.75,22.33
2008-01-01,9930,17.72,17.88,19.95,21.6,19.0,18.75
2007-01-01,9930,13.24,13.36,15.56,15.91,17.01,17.72
2006-01-01,9930,9.42,9.44,9.98,10.13,10.79,13.24
2005-01-01,9930,6.99,7.34,7.06,7.47,10.2,9.42
2004-01-01,9930,4.47,4.52,4.09,4.45,5.73,6.99
2003-01-01,9930,2.88,3.04,2.78,3.11,3.2,4.47
2002-01-01,9930,2.51,2.51,2.56,2.84,2.72,2.88
2001-01-01,9930,2.29,2.2,2.17,1.9,1.81,2.51
2000-01-01,9930,2.31,2.28,2.28,2.21,2.45,2.29
