eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2029,37.9,37.7,33.9,37.3,33.65,27.85
2016-01-01,2029,18.7,19.35,19.6,21.7,25.75,37.9
2015-01-01,2029,21.1,21.25,21.85,20.3,17.45,18.7
2014-01-01,2029,23.05,23.55,22.65,24.15,21.8,21.1
2013-01-01,2029,17.95,17.7,17.35,18.5,21.9,23.05
2012-01-01,2029,20.35,19.95,20.1,19.7,18.7,17.95
2011-01-01,2029,21.3,21.15,21.0,19.9,18.2,20.35
2010-01-01,2029,23.1,24.15,23.4,20.9,22.5,21.3
2009-01-01,2029,23.35,23.2,22.95,24.45,22.85,23.1
2008-01-01,2029,30.8,30.6,29.3,26.6,21.9,23.35
2007-01-01,2029,33.8,35.05,34.9,37.5,35.5,30.8
2006-01-01,2029,28.2,28.55,28.45,28.15,26.9,33.8
2005-01-01,2029,40.0,39.8,37.0,34.7,30.0,28.2
2004-01-01,2029,39.5,40.8,34.6,35.8,45.4,40.0
2003-01-01,2029,35.98,38.82,31.76,46.47,41.0,39.5
2002-01-01,2029,13.63,13.53,14.12,18.63,18.72,35.98
2001-01-01,2029,14.61,14.26,13.82,13.38,9.95,13.63
2000-01-01,2029,26.47,27.25,24.21,21.08,13.63,14.61
