eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2906,11.5,11.4,11.26,11.17,11.07,10.73
2016-01-01,2906,11.39,11.35,11.06,11.02,10.22,11.5
2015-01-01,2906,12.49,12.16,12.37,12.04,11.53,11.39
2014-01-01,2906,8.67,8.78,8.82,8.82,11.21,12.49
2013-01-01,2906,8.81,8.73,8.77,9.12,8.39,8.67
2012-01-01,2906,10.72,10.3,10.3,10.02,9.46,8.81
2011-01-01,2906,8.86,9.02,9.12,9.54,9.42,10.72
2010-01-01,2906,7.72,9.27,9.73,8.59,9.35,8.86
2009-01-01,2906,4.8,4.8,5.21,5.02,5.27,7.72
2008-01-01,2906,6.93,6.82,7.51,6.82,5.5,4.8
2007-01-01,2906,5.49,5.49,5.79,6.71,7.19,6.93
2006-01-01,2906,5.05,5.04,5.28,5.23,5.35,5.49
2005-01-01,2906,4.79,4.83,4.65,4.87,4.85,5.05
2004-01-01,2906,4.75,4.75,4.41,4.69,4.65,4.79
2003-01-01,2906,3.36,3.44,3.29,3.54,3.64,4.75
2002-01-01,2906,2.86,3.1,3.23,3.1,2.87,3.36
2001-01-01,2906,2.08,2.09,2.09,2.09,1.97,2.86
2000-01-01,2906,2.94,2.98,2.78,2.37,2.05,2.08
