eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1442,15.99,15.75,15.83,17.25,16.94,18.17
2016-01-01,1442,12.96,13.23,13.23,14.32,15.16,15.99
2015-01-01,1442,15.06,15.18,15.36,14.27,11.67,12.96
2014-01-01,1442,18.39,18.39,17.6,18.23,17.52,15.06
2013-01-01,1442,15.03,14.72,14.6,17.12,17.86,18.39
2012-01-01,1442,12.83,12.62,12.44,11.72,13.26,15.03
2011-01-01,1442,9.27,9.51,10.21,11.72,10.46,12.83
2010-01-01,1442,7.26,7.45,7.64,7.04,9.39,9.27
2009-01-01,1442,3.95,4.35,5.83,5.08,5.88,7.26
2008-01-01,1442,8.37,8.52,8.45,8.08,4.63,3.95
2007-01-01,1442,9.42,9.54,9.46,9.3,7.99,8.37
2006-01-01,1442,4.74,4.61,5.15,5.45,5.24,9.42
2005-01-01,1442,9.2,9.36,8.87,8.87,5.14,4.74
2004-01-01,1442,5.86,6.69,7.65,6.78,9.52,9.2
2003-01-01,1442,2.16,2.23,1.72,6.51,5.64,5.86
2002-01-01,1442,3.75,3.51,3.24,3.01,1.55,2.16
2001-01-01,1442,2.95,2.4,2.44,1.94,1.56,3.75
2000-01-01,1442,9.16,9.71,8.94,5.11,2.69,2.95
