eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1217,7.73,7.56,7.57,7.6,7.68,7.42
2016-01-01,1217,7.97,8.03,7.87,8.03,7.88,7.73
2015-01-01,1217,7.9,7.96,8.07,7.26,6.4,7.97
2014-01-01,1217,9.8,9.78,9.39,9.35,8.35,7.9
2013-01-01,1217,10.25,10.15,10.25,9.85,9.44,9.8
2012-01-01,1217,9.8,9.44,9.43,9.71,10.0,10.25
2011-01-01,1217,12.41,13.04,13.68,12.86,9.06,9.8
2010-01-01,1217,12.75,13.24,11.92,12.75,13.63,12.41
2009-01-01,1217,8.47,9.29,9.86,11.13,12.8,12.75
2008-01-01,1217,12.75,14.22,13.34,7.73,5.66,8.47
2007-01-01,1217,7.8,8.15,8.14,10.74,16.48,12.75
2006-01-01,1217,6.1,6.25,6.98,6.69,6.48,7.8
2005-01-01,1217,6.95,6.84,6.21,8.14,6.45,6.1
2004-01-01,1217,8.58,8.73,7.7,7.16,7.21,6.95
2003-01-01,1217,8.24,8.93,7.55,8.24,7.45,8.58
2002-01-01,1217,5.79,5.98,6.18,5.54,4.75,8.24
2001-01-01,1217,7.85,7.01,6.13,4.95,5.1,5.79
2000-01-01,1217,10.32,10.01,9.12,8.9,7.06,7.85
