eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1504,29.24,28.17,28.54,26.95,26.6,23.72
2016-01-01,1504,23.64,23.37,23.55,25.0,25.65,29.24
2015-01-01,1504,25.77,26.29,26.08,21.15,24.55,23.64
2014-01-01,1504,28.37,28.46,28.42,28.96,27.72,25.77
2013-01-01,1504,19.46,19.25,22.25,24.0,25.95,28.37
2012-01-01,1504,16.09,15.48,16.52,15.09,16.46,19.46
2011-01-01,1504,15.33,14.96,14.89,15.86,12.3,16.09
2010-01-01,1504,10.15,10.15,9.9,9.43,13.43,15.33
2009-01-01,1504,8.66,9.07,9.66,9.24,9.97,10.15
2008-01-01,1504,11.57,12.08,12.79,10.16,7.62,8.66
2007-01-01,1504,10.32,10.35,10.72,11.86,12.34,11.57
2006-01-01,1504,5.93,6.37,6.84,7.08,7.2,10.32
2005-01-01,1504,5.45,5.49,5.02,5.5,5.28,5.93
2004-01-01,1504,7.65,7.82,6.83,6.19,6.08,5.45
2003-01-01,1504,5.79,5.98,4.96,5.63,6.19,7.65
2002-01-01,1504,7.61,7.77,7.5,5.74,5.04,5.79
2001-01-01,1504,8.38,7.89,7.93,6.27,5.04,7.61
2000-01-01,1504,17.29,17.36,14.49,14.17,9.4,8.38
