eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2359,16.7,16.3,18.0,18.6,21.85,22.9
2016-01-01,2359,16.75,16.1,14.85,14.0,15.15,16.7
2015-01-01,2359,20.4,19.8,19.8,17.25,13.9,16.75
2014-01-01,2359,20.32,21.49,20.9,21.01,18.5,20.4
2013-01-01,2359,13.54,13.38,13.65,14.42,13.72,20.32
2012-01-01,2359,11.52,11.3,11.46,10.96,14.04,13.54
2011-01-01,2359,13.98,14.04,14.15,13.54,11.02,11.52
2010-01-01,2359,16.01,16.62,15.96,14.64,16.29,13.98
2009-01-01,2359,12.07,12.81,12.27,12.52,13.93,16.01
2008-01-01,2359,46.17,43.67,22.97,16.93,11.3,12.07
2007-01-01,2359,28.54,28.77,31.39,48.67,65.95,46.17
2006-01-01,2359,12.71,14.1,17.26,20.92,19.47,28.54
2005-01-01,2359,13.37,13.03,12.92,13.76,11.58,12.71
2004-01-01,2359,26.61,29.34,26.95,16.6,15.24,13.37
2003-01-01,2359,17.74,17.74,17.97,34.11,25.59,26.61
2002-01-01,2359,53.67,51.4,47.53,28.66,21.26,17.74
2001-01-01,2359,48.8,45.67,41.62,36.83,23.65,53.67
2000-01-01,2359,67.56,117.37,60.0,75.72,44.01,48.8
