eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2351,47.8,45.15,49.7,63.9,82.0,83.8
2016-01-01,2351,33.65,32.45,31.65,34.45,42.3,47.8
2015-01-01,2351,45.45,43.5,41.2,33.4,24.85,33.65
2014-01-01,2351,45.0,46.2,45.3,39.8,39.7,45.45
2013-01-01,2351,29.0,27.9,27.55,31.15,31.1,45.0
2012-01-01,2351,28.05,26.7,24.35,21.8,21.3,29.0
2011-01-01,2351,35.9,35.3,35.45,34.45,20.7,28.05
2010-01-01,2351,42.6,47.0,53.6,40.3,40.0,35.9
2009-01-01,2351,14.25,14.5,14.5,16.8,25.9,42.6
2008-01-01,2351,27.7,29.7,28.5,22.5,15.45,14.25
2007-01-01,2351,55.0,58.9,54.0,54.5,49.3,27.7
2006-01-01,2351,16.75,18.35,17.8,20.9,41.2,55.0
2005-01-01,2351,12.2,12.05,10.6,12.8,12.4,16.75
2004-01-01,2351,15.47,16.82,14.89,15.86,15.8,12.2
2003-01-01,2351,8.36,8.65,8.07,12.78,12.92,15.47
2002-01-01,2351,15.37,13.98,14.13,10.14,7.54,8.36
2001-01-01,2351,10.79,9.25,8.23,7.09,3.88,15.37
2000-01-01,2351,25.65,29.28,21.4,20.56,8.55,10.79
