eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1308,16.17,16.17,16.13,16.56,17.65,16.59
2016-01-01,1308,15.13,14.97,14.56,14.11,15.48,16.17
2015-01-01,1308,16.1,16.52,16.98,14.0,14.52,15.13
2014-01-01,1308,16.89,16.75,16.75,18.05,15.8,16.1
2013-01-01,1308,15.71,15.18,14.67,15.08,17.38,16.89
2012-01-01,1308,20.67,19.97,18.89,17.44,18.74,15.71
2011-01-01,1308,21.18,21.14,21.81,19.78,19.92,20.67
2010-01-01,1308,9.62,9.72,9.68,8.74,13.22,21.18
2009-01-01,1308,5.14,5.63,5.38,6.05,7.94,9.62
2008-01-01,1308,6.54,6.34,6.94,5.56,4.85,5.14
2007-01-01,1308,3.18,3.36,3.25,3.82,6.41,6.54
2006-01-01,1308,2.37,2.44,2.69,2.43,2.82,3.18
2005-01-01,1308,2.36,2.32,2.19,2.46,2.7,2.37
2004-01-01,1308,2.61,2.64,2.17,2.36,2.96,2.36
2003-01-01,1308,2.21,2.26,1.66,2.31,2.72,2.61
2002-01-01,1308,2.54,2.42,1.85,1.86,1.82,2.21
2001-01-01,1308,1.54,1.42,1.36,1.28,1.44,2.54
2000-01-01,1308,3.26,3.19,2.67,3.3,1.4,1.54
