eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1709,16.98,16.89,16.61,16.36,16.59,17.7
2016-01-01,1709,12.66,12.01,11.93,13.27,13.78,16.98
2015-01-01,1709,9.08,9.22,10.06,9.73,11.32,12.66
2014-01-01,1709,10.22,10.39,10.19,10.15,10.02,9.08
2013-01-01,1709,10.2,9.93,10.3,9.59,9.81,10.22
2012-01-01,1709,12.64,12.93,12.84,12.1,12.14,10.2
2011-01-01,1709,9.4,9.4,9.94,10.64,10.02,12.64
2010-01-01,1709,6.96,7.16,7.28,6.77,8.91,9.4
2009-01-01,1709,5.1,5.3,5.3,5.3,6.05,6.96
2008-01-01,1709,5.78,5.74,7.67,5.37,4.64,5.1
2007-01-01,1709,5.39,5.75,5.23,5.93,6.1,5.78
2006-01-01,1709,4.2,4.16,4.51,4.42,4.59,5.39
2005-01-01,1709,3.32,3.29,3.15,3.35,3.89,4.2
2004-01-01,1709,3.81,3.84,3.61,3.53,3.62,3.32
2003-01-01,1709,4.67,4.17,3.81,4.57,4.31,3.81
2002-01-01,1709,3.07,3.05,3.21,2.85,3.15,4.67
2001-01-01,1709,2.43,2.29,2.33,2.27,2.28,3.07
2000-01-01,1709,3.93,3.94,3.9,4.25,2.91,2.43
