eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2328,28.95,27.22,26.7,25.53,24.36,20.89
2016-01-01,2328,12.18,11.57,10.74,11.53,28.95,28.95
2015-01-01,2328,16.45,16.63,16.54,13.78,10.83,12.18
2014-01-01,2328,19.91,20.27,19.95,19.73,18.48,16.45
2013-01-01,2328,21.58,19.85,20.07,20.37,21.37,19.91
2012-01-01,2328,23.97,22.58,21.41,25.14,25.4,21.58
2011-01-01,2328,29.55,31.51,30.06,26.27,25.92,23.97
2010-01-01,2328,44.55,43.73,42.66,40.03,40.79,29.55
2009-01-01,2328,24.91,27.66,29.19,29.86,41.51,44.55
2008-01-01,2328,40.5,44.1,40.8,30.14,29.86,24.91
2007-01-01,2328,53.56,54.05,49.9,58.35,82.33,40.5
2006-01-01,2328,31.55,31.42,29.89,24.6,29.56,53.56
2005-01-01,2328,17.92,17.37,16.82,24.18,25.6,31.55
2004-01-01,2328,14.49,15.4,11.2,8.44,11.77,17.92
2003-01-01,2328,8.58,8.77,8.77,11.82,10.11,14.49
2002-01-01,2328,15.78,14.11,11.87,9.77,8.39,8.58
2001-01-01,2328,9.77,9.3,7.87,7.15,5.53,15.78
2000-01-01,2328,22.46,29.32,22.36,18.45,11.82,9.77
