eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1515,20.01,22.87,21.25,22.16,47.87,42.2
2016-01-01,1515,10.07,9.84,9.57,12.42,14.87,20.01
2015-01-01,1515,9.98,9.89,9.94,8.84,11.59,10.07
2014-01-01,1515,10.45,10.72,9.88,9.75,8.88,9.98
2013-01-01,1515,7.27,7.23,7.19,7.79,9.57,10.45
2012-01-01,1515,6.12,5.4,5.53,5.54,6.67,7.27
2011-01-01,1515,8.78,8.95,8.63,5.92,5.02,6.12
2010-01-01,1515,12.46,13.9,13.51,12.85,11.3,8.78
2009-01-01,1515,4.34,5.32,5.32,6.74,10.08,12.46
2008-01-01,1515,9.68,9.92,9.19,7.2,4.3,4.34
2007-01-01,1515,14.56,13.73,12.4,12.4,13.23,9.68
2006-01-01,1515,7.9,7.9,8.43,7.74,8.27,14.56
2005-01-01,1515,10.63,10.52,10.73,10.51,9.2,7.9
2004-01-01,1515,13.47,13.57,12.2,11.02,13.21,10.63
2003-01-01,1515,11.33,11.82,12.6,14.65,12.35,13.47
2002-01-01,1515,7.52,8.94,8.45,10.65,8.45,11.33
2001-01-01,1515,10.82,9.73,7.17,6.74,4.47,7.52
2000-01-01,1515,21.89,25.48,25.12,19.59,10.87,10.82
