eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2705,8.41,8.25,8.1,8.32,7.95,7.59
2016-01-01,2705,9.74,9.44,8.73,8.85,8.79,8.41
2015-01-01,2705,11.15,11.3,11.68,11.54,9.47,9.74
2014-01-01,2705,11.44,11.44,11.2,11.68,11.34,11.15
2013-01-01,2705,14.22,13.58,13.63,13.88,13.0,11.44
2012-01-01,2705,18.21,17.48,17.53,16.36,17.04,14.22
2011-01-01,2705,17.8,18.23,18.09,23.1,19.28,18.21
2010-01-01,2705,17.42,17.7,16.84,17.89,19.47,17.8
2009-01-01,2705,16.32,18.32,17.56,18.66,16.22,17.42
2008-01-01,2705,24.05,26.87,26.77,18.9,14.41,16.32
2007-01-01,2705,22.67,22.71,19.09,20.71,18.13,24.05
2006-01-01,2705,16.37,18.13,22.43,24.53,23.62,22.67
2005-01-01,2705,15.17,14.75,14.79,19.09,16.08,16.37
2004-01-01,2705,14.98,14.89,11.45,12.69,11.07,15.17
2003-01-01,2705,7.4,7.78,5.58,7.97,8.02,14.98
2002-01-01,2705,10.93,12.65,13.22,11.93,6.87,7.4
2001-01-01,2705,14.11,13.07,11.25,9.0,7.83,10.93
2000-01-01,2705,21.59,20.81,17.98,21.36,10.08,14.11
