eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1201,18.2,17.7,18.35,19.0,19.0,24.15
2016-01-01,1201,19.9,21.15,19.9,21.05,17.6,18.2
2015-01-01,1201,24.75,24.65,23.9,19.5,20.05,19.9
2014-01-01,1201,45.24,44.55,44.45,44.3,36.15,24.75
2013-01-01,1201,42.97,40.72,45.56,50.36,56.99,45.24
2012-01-01,1201,31.78,31.2,31.54,29.09,34.56,42.97
2011-01-01,1201,30.63,31.06,31.67,30.59,27.08,31.78
2010-01-01,1201,34.67,35.28,33.42,35.65,35.29,30.63
2009-01-01,1201,21.25,23.24,25.92,34.81,38.15,34.67
2008-01-01,1201,18.7,19.49,21.2,14.3,16.71,21.25
2007-01-01,1201,23.15,23.66,24.58,25.6,24.4,18.7
2006-01-01,1201,7.68,7.87,10.18,12.04,12.68,23.15
2005-01-01,1201,9.31,8.94,8.82,9.72,8.44,7.68
2004-01-01,1201,12.22,12.41,12.36,11.43,10.69,9.31
2003-01-01,1201,8.8,9.4,6.94,8.52,7.73,12.22
2002-01-01,1201,6.43,7.04,8.1,6.53,5.46,8.8
2001-01-01,1201,11.85,10.28,9.44,8.43,5.18,6.43
2000-01-01,1201,13.43,13.01,10.56,8.8,8.19,11.85
