eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2542,45.83,44.18,44.44,44.09,39.03,43.92
2016-01-01,2542,36.88,37.0,36.19,41.06,42.0,45.83
2015-01-01,2542,41.9,44.33,45.69,42.07,35.92,36.88
2014-01-01,2542,25.27,25.06,24.38,23.7,27.5,41.9
2013-01-01,2542,20.3,20.53,21.38,20.37,22.95,25.27
2012-01-01,2542,18.71,18.6,18.79,17.34,20.18,20.3
2011-01-01,2542,20.04,20.26,20.68,21.87,18.42,18.71
2010-01-01,2542,13.97,14.66,14.41,14.16,16.34,20.04
2009-01-01,2542,5.12,4.89,6.7,8.11,11.2,13.97
2008-01-01,2542,8.22,10.08,9.45,5.67,3.98,5.12
2007-01-01,2542,6.16,6.14,6.03,6.27,7.33,8.22
2006-01-01,2542,3.03,3.22,4.32,5.67,4.87,6.16
2005-01-01,2542,2.19,2.07,1.89,2.15,2.2,3.03
2004-01-01,2542,1.73,1.87,1.49,1.64,2.18,2.19
2003-01-01,2542,0.28,0.28,0.22,0.43,1.02,1.73
2002-01-01,2542,0.29,0.34,0.48,0.33,0.25,0.28
2001-01-01,2542,0.25,0.22,0.19,0.15,0.19,0.29
2000-01-01,2542,0.48,0.46,0.43,0.4,0.2,0.25
