eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2356,19.49,18.92,19.89,22.4,21.58,21.76
2016-01-01,2356,17.04,17.37,17.25,19.45,22.71,19.49
2015-01-01,2356,16.92,16.5,16.31,16.46,13.58,17.04
2014-01-01,2356,21.22,21.26,20.04,21.15,15.58,16.92
2013-01-01,2356,7.78,7.64,8.19,12.1,20.11,21.22
2012-01-01,2356,8.25,7.8,7.67,6.22,7.95,7.78
2011-01-01,2356,9.03,9.24,9.24,9.09,7.12,8.25
2010-01-01,2356,9.97,10.02,9.89,9.34,9.84,9.03
2009-01-01,2356,6.45,6.98,8.26,9.08,10.1,9.97
2008-01-01,2356,7.36,7.58,7.79,7.22,7.17,6.45
2007-01-01,2356,9.36,9.56,8.44,9.0,8.09,7.36
2006-01-01,2356,6.07,6.32,7.42,6.86,7.73,9.36
2005-01-01,2356,4.32,4.3,3.78,4.23,5.63,6.07
2004-01-01,2356,5.25,5.45,5.03,5.18,4.78,4.32
2003-01-01,2356,4.8,4.88,4.4,4.8,5.47,5.25
2002-01-01,2356,6.14,6.19,5.48,4.58,4.62,4.8
2001-01-01,2356,6.78,6.37,5.63,5.18,2.91,6.14
2000-01-01,2356,9.62,9.35,7.69,6.95,4.34,6.78
