eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2338,14.6,14.75,17.1,15.55,17.85,17.65
2016-01-01,2338,9.25,9.6,8.78,8.47,8.15,14.6
2015-01-01,2338,9.37,9.43,9.49,8.65,8.34,9.25
2014-01-01,2338,9.15,9.1,9.46,10.05,9.13,9.37
2013-01-01,2338,8.82,8.77,8.95,8.77,8.61,9.15
2012-01-01,2338,9.06,8.94,8.98,8.78,8.82,8.82
2011-01-01,2338,9.15,9.18,9.0,8.96,8.35,9.06
2010-01-01,2338,11.43,10.96,10.75,9.68,9.59,9.15
2009-01-01,2338,8.62,9.24,9.77,9.64,9.98,11.43
2008-01-01,2338,13.27,13.27,13.46,12.26,10.3,8.62
2007-01-01,2338,14.14,14.28,14.07,15.31,13.87,13.27
2006-01-01,2338,10.62,10.86,11.22,12.41,12.44,14.14
2005-01-01,2338,9.51,9.45,8.4,9.45,9.24,10.62
2004-01-01,2338,10.21,10.67,10.15,9.69,9.26,9.51
2003-01-01,2338,8.6,8.93,8.49,10.63,10.1,10.21
2002-01-01,2338,13.64,12.51,11.74,9.45,10.08,8.6
2001-01-01,2338,9.94,9.97,7.77,8.24,5.96,13.64
2000-01-01,2338,9.33,11.28,9.92,12.01,7.5,9.94
