eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,9905,23.09,23.18,23.09,24.42,23.34,24.74
2016-01-01,9905,23.42,23.13,22.0,21.75,20.43,23.09
2015-01-01,9905,26.48,25.78,26.05,24.53,23.67,23.42
2014-01-01,9905,28.6,29.23,29.04,26.75,24.88,26.48
2013-01-01,9905,23.9,23.66,24.39,23.35,24.53,28.6
2012-01-01,9905,26.38,25.62,26.81,24.36,23.66,23.9
2011-01-01,9905,21.93,23.08,22.41,24.04,20.79,26.38
2010-01-01,9905,15.38,16.3,14.28,14.89,20.91,21.93
2009-01-01,9905,10.17,10.64,10.37,13.49,12.99,15.38
2008-01-01,9905,8.36,8.53,8.58,8.26,6.82,10.17
2007-01-01,9905,9.41,9.57,8.92,9.28,9.54,8.36
2006-01-01,9905,7.01,7.04,7.38,8.1,8.25,9.41
2005-01-01,9905,8.34,8.32,7.35,7.19,6.68,7.01
2004-01-01,9905,8.5,8.72,8.5,8.59,8.84,8.34
2003-01-01,9905,6.5,7.02,5.68,6.27,6.23,8.5
2002-01-01,9905,3.64,3.79,4.23,4.86,4.81,6.5
2001-01-01,9905,3.37,3.16,3.01,2.96,2.74,3.64
2000-01-01,9905,4.21,4.43,3.93,4.21,3.37,3.37
