eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1516,17.55,16.84,16.08,13.97,13.91,20.3
2016-01-01,1516,18.6,17.92,16.71,16.89,17.96,17.55
2015-01-01,1516,17.1,17.96,19.1,17.31,16.17,18.6
2014-01-01,1516,10.39,11.05,8.52,8.92,10.33,17.1
2013-01-01,1516,10.66,9.77,10.61,11.5,10.83,10.39
2012-01-01,1516,13.93,14.71,13.52,10.95,10.08,10.66
2011-01-01,1516,21.1,20.4,19.32,14.68,15.96,13.93
2010-01-01,1516,116.69,115.91,97.37,79.21,45.52,21.1
2009-01-01,1516,108.19,123.26,103.16,105.48,94.28,116.69
2008-01-01,1516,52.39,54.56,47.29,92.73,72.95,108.19
2007-01-01,1516,57.18,56.41,55.41,73.95,71.48,52.39
2006-01-01,1516,23.72,23.57,28.28,26.27,25.73,57.18
2005-01-01,1516,39.26,38.64,38.95,33.23,28.59,23.72
2004-01-01,1516,67.17,72.96,61.38,48.64,49.07,39.26
2003-01-01,1516,41.65,43.2,36.75,46.16,48.35,67.17
2002-01-01,1516,55.96,60.6,54.93,42.68,36.23,41.65
2001-01-01,1516,85.75,74.79,59.96,64.21,34.17,55.96
2000-01-01,1516,152.15,157.96,148.28,112.82,64.34,85.75
