eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2704,23.55,23.35,23.35,23.4,23.7,23.1
2016-01-01,2704,26.4,26.4,25.7,26.9,23.85,23.55
2015-01-01,2704,27.45,27.7,28.4,27.25,27.7,26.4
2014-01-01,2704,28.2,28.4,27.9,28.4,27.65,27.45
2013-01-01,2704,29.55,28.25,28.75,29.65,28.95,28.2
2012-01-01,2704,36.5,35.7,36.3,29.7,33.4,29.55
2011-01-01,2704,41.5,44.3,45.7,46.4,34.45,36.5
2010-01-01,2704,34.9,35.8,34.25,37.5,50.3,41.5
2009-01-01,2704,40.6,43.8,40.45,38.7,32.95,34.9
2008-01-01,2704,48.1,52.6,53.3,41.1,35.0,40.6
2007-01-01,2704,38.4,38.95,35.0,36.6,32.4,48.1
2006-01-01,2704,25.95,29.1,36.4,36.15,32.2,38.4
2005-01-01,2704,23.1,22.2,23.3,26.55,23.0,25.95
2004-01-01,2704,22.0,21.6,19.0,16.8,16.9,23.1
2003-01-01,2704,8.75,8.85,6.9,8.2,9.5,22.0
2002-01-01,2704,8.2,8.35,8.55,8.25,7.3,8.75
2001-01-01,2704,8.35,8.4,8.6,7.8,8.35,8.2
2000-01-01,2704,14.0,14.0,12.35,11.45,6.7,8.35
