eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2103,33.07,32.55,32.27,33.54,31.68,29.36
2016-01-01,2103,24.87,26.05,25.05,26.28,27.27,33.07
2015-01-01,2103,27.96,27.67,29.33,24.8,18.15,24.87
2014-01-01,2103,34.83,34.49,34.45,32.73,29.91,27.96
2013-01-01,2103,42.37,41.27,42.37,42.0,40.47,34.83
2012-01-01,2103,46.84,45.1,44.98,46.47,48.21,42.37
2011-01-01,2103,43.1,45.04,46.28,46.76,41.31,46.84
2010-01-01,2103,20.84,21.51,22.82,22.37,26.02,43.1
2009-01-01,2103,15.11,15.72,18.1,18.07,18.29,20.84
2008-01-01,2103,19.41,19.21,19.37,18.5,15.45,15.11
2007-01-01,2103,9.6,10.62,10.84,14.08,21.51,19.41
2006-01-01,2103,6.6,6.41,7.09,7.39,6.74,9.6
2005-01-01,2103,3.75,3.49,4.08,4.23,5.0,6.6
2004-01-01,2103,3.13,3.18,2.54,3.13,3.27,3.75
2003-01-01,2103,1.62,1.74,1.3,1.93,2.18,3.13
2002-01-01,2103,1.76,1.61,1.53,1.63,1.06,1.62
2001-01-01,2103,1.04,0.96,0.83,0.82,0.83,1.76
2000-01-01,2103,2.75,2.76,2.25,1.9,1.05,1.04
