eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1215,49.57,50.48,53.12,69.12,63.23,62.19
2016-01-01,1215,21.98,22.2,24.15,33.6,34.49,49.57
2015-01-01,1215,21.65,22.06,21.35,19.79,18.77,21.98
2014-01-01,1215,14.2,14.23,18.04,19.79,19.3,21.65
2013-01-01,1215,10.29,9.89,10.09,10.45,10.21,14.2
2012-01-01,1215,9.64,9.32,9.06,8.55,9.6,10.29
2011-01-01,1215,11.38,11.29,11.29,11.6,8.8,9.64
2010-01-01,1215,8.27,8.38,8.5,10.05,11.47,11.38
2009-01-01,1215,6.78,8.32,8.8,9.34,9.23,8.27
2008-01-01,1215,8.39,8.52,9.89,8.55,5.51,6.78
2007-01-01,1215,5.51,5.85,5.76,7.21,9.86,8.39
2006-01-01,1215,1.93,1.96,2.24,2.33,2.97,5.51
2005-01-01,1215,2.85,2.85,2.54,2.62,2.44,1.93
2004-01-01,1215,3.39,3.41,3.92,3.46,3.51,2.85
2003-01-01,1215,2.81,2.93,2.37,2.61,2.61,3.39
2002-01-01,1215,3.31,3.72,3.47,3.18,2.42,2.81
2001-01-01,1215,2.37,2.31,2.63,2.9,2.28,3.31
2000-01-01,1215,3.47,3.65,3.25,3.16,2.29,2.37
