eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,9914,152.61,153.57,155.97,157.41,134.11,130.66
2016-01-01,9914,128.46,118.29,122.91,124.76,139.65,152.61
2015-01-01,9914,215.92,219.49,208.34,181.13,166.35,128.46
2014-01-01,9914,166.86,162.3,168.93,166.03,187.37,215.92
2013-01-01,9914,137.79,145.44,149.88,148.26,166.44,166.86
2012-01-01,9914,69.1,65.75,76.62,74.23,87.02,137.79
2011-01-01,9914,35.15,34.57,37.66,42.63,46.73,69.1
2010-01-01,9914,29.27,29.78,28.76,27.02,34.83,35.15
2009-01-01,9914,21.42,22.87,24.98,26.23,32.09,29.27
2008-01-01,9914,29.05,29.91,29.01,33.37,25.88,21.42
2007-01-01,9914,17.59,20.37,22.15,26.49,34.75,29.05
2006-01-01,9914,8.98,8.84,9.43,8.98,11.97,17.59
2005-01-01,9914,7.86,7.84,6.27,7.5,9.05,8.98
2004-01-01,9914,5.24,5.17,4.22,4.93,6.61,7.86
2003-01-01,9914,4.37,4.72,3.42,4.32,4.96,5.24
2002-01-01,9914,3.57,4.32,4.96,4.14,4.08,4.37
2001-01-01,9914,5.58,5.08,4.57,4.81,2.67,3.57
2000-01-01,9914,7.66,11.65,7.66,6.74,7.05,5.58
