eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2348,15.64,15.46,15.27,32.38,27.6,54.37
2016-01-01,2348,24.61,24.61,28.06,22.82,20.24,15.64
2015-01-01,2348,35.67,35.67,35.67,33.4,34.04,24.61
2014-01-01,2348,54.45,54.45,49.92,49.92,47.1,35.67
2013-01-01,2348,38.84,37.21,34.94,52.37,40.7,54.45
2012-01-01,2348,16.82,14.87,13.29,14.12,23.23,38.84
2011-01-01,2348,42.55,36.61,41.07,24.62,23.6,16.82
2010-01-01,2348,104.64,116.91,110.12,69.15,62.63,42.55
2009-01-01,2348,58.45,53.49,94.73,32.1,38.36,104.64
2008-01-01,2348,388.82,378.38,418.83,254.95,127.87,58.45
2007-01-01,2348,568.87,613.24,589.75,712.4,682.39,388.82
2006-01-01,2348,243.93,229.75,252.24,200.91,258.11,568.87
2005-01-01,2348,447.8,456.96,413.0,397.43,207.76,243.93
2004-01-01,2348,1410.24,1437.71,1117.21,746.33,508.24,447.8
2003-01-01,2348,732.59,824.17,567.76,819.59,714.28,1410.24
2002-01-01,2348,3285.21,4003.38,3361.61,1280.47,1069.6,732.59
2001-01-01,2348,2949.05,2811.54,2154.49,1650.25,1075.71,3285.21
2000-01-01,2348,7915.08,8923.56,7059.39,5256.34,2796.25,2949.05
