eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1711,19.12,18.98,18.51,17.65,18.23,17.21
2016-01-01,1711,17.81,18.34,17.64,18.87,19.45,19.12
2015-01-01,1711,23.9,23.24,22.91,20.0,14.64,17.81
2014-01-01,1711,21.16,23.63,21.7,25.94,24.06,23.9
2013-01-01,1711,14.85,14.53,15.06,14.92,20.08,21.16
2012-01-01,1711,13.15,12.65,12.82,12.57,14.1,14.85
2011-01-01,1711,17.47,16.55,16.2,15.88,10.42,13.15
2010-01-01,1711,18.44,18.61,16.77,15.82,21.59,17.47
2009-01-01,1711,6.45,6.76,6.18,9.09,12.97,18.44
2008-01-01,1711,10.15,11.08,10.6,8.12,8.19,6.45
2007-01-01,1711,10.46,11.72,10.51,12.34,16.26,10.15
2006-01-01,1711,4.97,5.88,6.64,6.17,5.96,10.46
2005-01-01,1711,4.85,4.83,4.36,4.58,4.23,4.97
2004-01-01,1711,5.52,5.75,5.45,4.83,5.65,4.85
2003-01-01,1711,4.17,4.27,3.43,4.42,4.31,5.52
2002-01-01,1711,3.68,3.94,3.85,4.04,3.45,4.17
2001-01-01,1711,4.27,4.13,4.52,3.02,2.67,3.68
2000-01-01,1711,6.69,8.08,6.5,5.88,3.86,4.27
