eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1304,14.51,14.29,13.65,14.2,14.3,14.01
2016-01-01,1304,11.37,11.1,11.1,11.02,12.83,14.51
2015-01-01,1304,13.45,13.37,13.91,11.01,12.11,11.37
2014-01-01,1304,15.98,15.98,15.18,15.66,12.82,13.45
2013-01-01,1304,16.38,15.96,15.58,16.38,16.77,15.98
2012-01-01,1304,18.44,17.96,17.83,17.61,19.41,16.38
2011-01-01,1304,21.44,21.23,20.4,17.81,18.02,18.44
2010-01-01,1304,9.72,10.13,10.58,8.93,14.74,21.44
2009-01-01,1304,5.75,6.09,5.64,6.65,7.02,9.72
2008-01-01,1304,7.44,7.61,8.03,5.8,5.37,5.75
2007-01-01,1304,3.69,4.05,3.84,4.37,7.76,7.44
2006-01-01,1304,2.71,2.8,3.05,2.87,3.07,3.69
2005-01-01,1304,3.17,3.08,2.75,3.12,2.93,2.71
2004-01-01,1304,3.27,3.32,2.6,3.03,3.76,3.17
2003-01-01,1304,2.18,2.28,1.82,2.69,2.83,3.27
2002-01-01,1304,3.38,3.52,2.73,2.5,1.99,2.18
2001-01-01,1304,2.07,1.93,1.75,1.57,1.26,3.38
2000-01-01,1304,5.24,5.09,4.01,4.29,2.6,2.07
