eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2349,7.55,7.14,6.98,7.28,7.06,7.25
2016-01-01,2349,5.47,6.08,5.55,5.72,8.65,7.55
2015-01-01,2349,6.55,6.65,6.33,6.76,5.96,5.47
2014-01-01,2349,9.81,10.28,9.6,9.6,7.61,6.55
2013-01-01,2349,7.67,7.43,7.96,11.68,10.58,9.81
2012-01-01,2349,10.42,9.81,9.18,8.89,7.37,7.67
2011-01-01,2349,17.86,17.46,16.36,16.14,10.76,10.42
2010-01-01,2349,18.01,17.66,17.62,16.54,17.91,17.86
2009-01-01,2349,13.02,15.09,14.47,16.68,16.9,18.01
2008-01-01,2349,16.28,15.86,16.68,11.01,10.45,13.02
2007-01-01,2349,15.69,15.82,15.88,20.3,22.41,16.28
2006-01-01,2349,20.3,21.0,19.81,16.1,15.69,15.69
2005-01-01,2349,20.2,20.2,18.59,24.82,24.11,20.3
2004-01-01,2349,43.47,43.28,39.79,29.89,27.23,20.2
2003-01-01,2349,28.63,30.47,28.14,52.21,43.67,43.47
2002-01-01,2349,62.15,59.2,52.23,39.06,29.31,28.63
2001-01-01,2349,95.06,91.49,84.95,87.33,39.98,62.15
2000-01-01,2349,210.94,241.83,219.97,149.16,112.5,95.06
