eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1418,6.4,6.52,7.1,6.17,4.73,8.18
2016-01-01,1418,5.45,5.3,4.13,4.51,4.6,6.4
2015-01-01,1418,6.97,7.09,7.5,6.72,5.28,5.45
2014-01-01,1418,6.44,6.41,6.67,6.79,7.47,6.97
2013-01-01,1418,5.4,5.3,5.4,5.54,6.0,6.44
2012-01-01,1418,7.75,7.39,7.66,6.49,7.2,5.4
2011-01-01,1418,11.85,12.0,11.65,10.05,7.65,7.75
2010-01-01,1418,14.35,13.9,13.15,10.2,9.67,11.85
2009-01-01,1418,2.44,2.76,3.35,4.17,8.9,14.35
2008-01-01,1418,7.0,7.44,7.36,4.74,3.22,2.44
2007-01-01,1418,11.8,11.84,10.9,12.02,11.6,7.0
2006-01-01,1418,6.26,6.2,6.54,7.52,6.38,11.8
2005-01-01,1418,7.58,7.34,7.04,6.2,5.34,6.26
2004-01-01,1418,12.2,12.0,9.96,9.7,9.4,7.58
2003-01-01,1418,7.28,7.68,5.12,7.16,7.04,12.2
2002-01-01,1418,11.6,10.3,10.0,9.4,5.7,7.28
2001-01-01,1418,13.51,13.12,11.0,7.42,6.36,11.6
2000-01-01,1418,21.9,25.08,19.1,17.75,12.06,13.51
