eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2427,8.35,7.86,7.74,8.14,8.84,11.43
2016-01-01,2427,5.94,6.11,5.73,5.84,6.96,8.35
2015-01-01,2427,8.25,7.9,8.14,6.69,5.61,5.94
2014-01-01,2427,9.51,9.33,8.26,8.69,8.15,8.25
2013-01-01,2427,8.34,7.9,8.15,8.14,7.81,9.51
2012-01-01,2427,10.65,9.62,9.58,9.04,9.47,8.34
2011-01-01,2427,11.67,11.67,14.44,12.83,11.9,10.65
2010-01-01,2427,8.54,8.25,8.14,11.18,18.0,11.67
2009-01-01,2427,6.2,6.24,6.21,5.5,6.68,8.54
2008-01-01,2427,6.41,6.45,7.4,5.29,5.36,6.2
2007-01-01,2427,8.11,7.57,7.38,7.77,7.4,6.41
2006-01-01,2427,5.5,5.69,6.42,5.74,5.69,8.11
2005-01-01,2427,8.78,8.54,7.69,9.08,7.13,5.5
2004-01-01,2427,14.06,14.59,13.0,11.34,10.16,8.78
2003-01-01,2427,8.9,9.51,8.93,11.98,11.79,14.06
2002-01-01,2427,16.66,16.54,15.46,11.69,9.75,8.9
2001-01-01,2427,23.96,22.0,22.36,22.99,12.78,16.66
2000-01-01,2427,40.89,47.46,36.51,32.4,28.98,23.96
