eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1453,7.91,7.9,7.82,8.22,8.19,10.0
2016-01-01,1453,8.9,8.41,8.09,8.25,8.12,7.91
2015-01-01,1453,8.47,8.34,9.08,11.13,8.63,8.9
2014-01-01,1453,9.2,9.15,9.18,9.53,9.75,8.47
2013-01-01,1453,9.69,8.79,9.39,9.69,9.39,9.2
2012-01-01,1453,7.06,7.09,7.11,7.04,8.53,9.69
2011-01-01,1453,7.97,8.36,8.2,7.85,7.05,7.06
2010-01-01,1453,7.02,7.65,7.61,6.92,9.24,7.97
2009-01-01,1453,5.6,5.6,4.86,5.35,6.89,7.02
2008-01-01,1453,5.42,5.11,6.98,11.32,6.97,5.6
2007-01-01,1453,7.32,7.79,8.67,6.19,6.97,5.42
2006-01-01,1453,9.92,10.03,8.91,4.61,4.26,7.32
2005-01-01,1453,10.25,10.21,21.14,9.37,7.44,9.92
2004-01-01,1453,28.43,28.1,26.17,20.87,12.59,10.25
2003-01-01,1453,20.93,19.67,14.32,20.33,26.4,28.43
2002-01-01,1453,69.46,60.14,54.13,36.69,22.5,20.93
2001-01-01,1453,64.96,64.96,86.0,58.94,36.08,69.46
2000-01-01,1453,156.3,32.78,125.32,27.0,23.57,64.96
