eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2911,10.63,10.44,10.54,10.01,11.54,12.26
2016-01-01,2911,14.75,14.37,12.74,12.59,12.5,10.63
2015-01-01,2911,15.8,16.38,15.85,13.6,11.73,14.75
2014-01-01,2911,20.93,20.88,19.49,17.58,17.53,15.8
2013-01-01,2911,18.98,18.7,19.3,16.63,19.63,20.93
2012-01-01,2911,29.67,27.96,27.02,22.81,22.95,18.98
2011-01-01,2911,36.71,39.12,35.59,31.9,23.33,29.67
2010-01-01,2911,26.22,26.66,25.89,24.11,37.41,36.71
2009-01-01,2911,13.92,14.05,14.9,16.45,21.96,26.22
2008-01-01,2911,15.42,15.61,17.06,12.21,13.85,13.92
2007-01-01,2911,15.71,15.84,15.59,17.12,19.2,15.42
2006-01-01,2911,11.44,12.36,12.76,15.19,14.86,15.71
2005-01-01,2911,6.56,6.71,7.01,7.97,12.3,11.44
2004-01-01,2911,7.09,6.86,6.81,6.11,5.93,6.56
2003-01-01,2911,3.56,3.68,3.03,3.86,4.54,7.09
2002-01-01,2911,5.72,5.79,5.15,4.28,3.46,3.56
2001-01-01,2911,5.15,4.51,5.09,7.0,4.83,5.72
2000-01-01,2911,5.62,5.84,5.44,4.12,3.7,5.15
