eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2031,21.67,21.94,21.25,24.4,27.03,37.52
2016-01-01,2031,12.69,13.36,14.08,13.59,16.16,21.67
2015-01-01,2031,14.76,14.72,15.39,14.51,11.67,12.69
2014-01-01,2031,15.49,15.53,15.49,15.25,15.18,14.76
2013-01-01,2031,14.82,14.51,14.43,14.86,15.21,15.49
2012-01-01,2031,16.08,15.05,15.42,15.6,14.55,14.82
2011-01-01,2031,22.59,22.32,21.94,21.59,16.71,16.08
2010-01-01,2031,23.29,24.03,22.07,16.82,21.14,22.59
2009-01-01,2031,11.03,12.77,11.66,15.33,17.19,23.29
2008-01-01,2031,29.56,30.08,32.93,21.68,11.49,11.03
2007-01-01,2031,14.71,16.8,16.08,15.29,17.48,29.56
2006-01-01,2031,10.24,13.07,13.37,11.75,10.73,14.71
2005-01-01,2031,13.65,13.88,11.97,14.13,10.51,10.24
2004-01-01,2031,17.08,16.64,14.01,16.81,19.33,13.65
2003-01-01,2031,5.69,6.21,5.37,7.55,8.77,17.08
2002-01-01,2031,2.95,3.66,3.23,5.11,5.01,5.69
2001-01-01,2031,1.37,1.34,1.23,1.09,0.92,2.95
2000-01-01,2031,2.75,3.02,2.85,2.63,1.58,1.37
