eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1301,83.63,83.45,82.46,83.81,87.13,97.28
2016-01-01,1301,68.52,68.52,68.09,67.92,70.55,83.63
2015-01-01,1301,62.66,64.34,67.2,61.23,60.76,68.52
2014-01-01,1301,62.65,63.64,63.89,65.69,60.05,62.66
2013-01-01,1301,55.3,53.2,55.77,55.14,63.23,62.65
2012-01-01,1301,62.75,62.97,61.13,59.07,64.85,55.3
2011-01-01,1301,71.67,71.67,79.94,73.05,56.93,62.75
2010-01-01,1301,46.3,45.27,45.46,43.38,53.06,71.67
2009-01-01,1301,31.6,32.84,36.53,34.48,42.99,46.3
2008-01-01,1301,46.7,46.91,46.8,39.02,30.37,31.6
2007-01-01,1301,31.38,32.67,31.83,41.14,49.71,46.7
2006-01-01,1301,22.35,22.35,22.26,21.64,23.73,31.38
2005-01-01,1301,18.59,18.36,17.89,21.7,21.38,22.35
2004-01-01,1301,16.71,17.19,14.82,15.96,18.49,18.59
2003-01-01,1301,13.77,14.35,13.07,14.7,15.04,16.71
2002-01-01,1301,11.0,11.44,10.04,10.25,10.16,13.77
2001-01-01,1301,8.42,8.27,7.67,8.34,7.12,11.0
2000-01-01,1301,10.8,11.04,10.01,9.53,9.51,8.42
