eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2387,19.12,18.79,18.08,19.55,18.36,16.2
2016-01-01,2387,19.11,17.79,16.57,17.73,17.82,19.12
2015-01-01,2387,26.8,26.16,23.95,20.08,16.96,19.11
2014-01-01,2387,16.99,17.62,16.87,18.31,20.91,26.8
2013-01-01,2387,15.71,14.96,14.9,16.71,15.17,16.99
2012-01-01,2387,23.55,21.84,21.1,17.79,16.77,15.71
2011-01-01,2387,34.76,34.12,31.38,31.02,24.96,23.55
2010-01-01,2387,41.06,40.55,39.25,35.39,37.16,34.76
2009-01-01,2387,25.14,27.02,30.94,28.73,38.57,41.06
2008-01-01,2387,35.64,36.23,37.89,33.24,28.18,25.14
2007-01-01,2387,35.82,36.65,34.77,36.87,38.18,35.64
2006-01-01,2387,29.86,30.26,28.24,27.34,24.2,35.82
2005-01-01,2387,14.52,14.96,14.52,15.14,20.32,29.86
2004-01-01,2387,11.18,11.25,10.92,9.98,10.33,14.52
2003-01-01,2387,8.14,8.37,8.57,7.94,8.32,11.18
2002-01-01,2387,6.43,6.31,6.3,6.37,7.84,8.14
2001-01-01,2387,5.27,5.38,5.18,6.35,5.25,6.43
2000-01-01,2387,4.41,4.91,4.37,4.41,4.46,5.27
