eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2392,36.39,35.71,39.16,37.7,39.08,38.28
2016-01-01,2392,35.97,36.75,35.71,36.45,35.26,36.39
2015-01-01,2392,47.54,49.77,49.69,45.8,39.65,35.97
2014-01-01,2392,49.75,49.59,47.55,46.22,45.31,47.54
2013-01-01,2392,44.55,42.67,44.1,44.85,46.53,49.75
2012-01-01,2392,48.97,47.13,41.87,41.58,52.67,44.55
2011-01-01,2392,39.26,39.12,39.88,50.8,45.28,48.97
2010-01-01,2392,41.13,41.45,36.98,34.07,39.47,39.26
2009-01-01,2392,27.37,28.37,28.98,33.97,41.97,41.13
2008-01-01,2392,37.67,39.39,37.61,28.7,33.85,27.37
2007-01-01,2392,59.89,56.04,48.64,55.78,50.98,37.67
2006-01-01,2392,54.06,55.45,56.38,60.09,59.89,59.89
2005-01-01,2392,26.98,27.73,27.57,30.47,46.87,54.06
2004-01-01,2392,17.14,17.0,18.13,16.16,18.25,26.98
2003-01-01,2392,13.32,14.06,13.57,18.75,19.53,17.14
2002-01-01,2392,25.29,22.19,20.01,13.55,18.26,13.32
2001-01-01,2392,11.9,11.98,12.28,13.19,9.19,25.29
2000-01-01,2392,17.14,17.08,13.7,11.46,15.46,11.9
