eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2608,39.42,37.58,38.41,35.04,34.94,36.28
2016-01-01,2608,36.55,36.41,36.19,37.56,38.78,39.42
2015-01-01,2608,32.95,34.22,33.92,30.27,34.11,36.55
2014-01-01,2608,33.65,33.69,30.04,32.95,33.2,32.95
2013-01-01,2608,35.86,34.7,31.48,28.74,31.56,33.65
2012-01-01,2608,25.52,25.9,25.83,25.59,32.99,35.86
2011-01-01,2608,22.36,22.13,25.47,24.6,23.54,25.52
2010-01-01,2608,19.31,19.27,17.64,17.16,20.28,22.36
2009-01-01,2608,12.28,11.63,12.5,11.71,15.6,19.31
2008-01-01,2608,12.96,14.44,13.29,11.56,9.66,12.28
2007-01-01,2608,17.02,17.7,13.5,14.47,11.96,12.96
2006-01-01,2608,4.72,5.06,6.28,7.43,12.14,17.02
2005-01-01,2608,6.35,6.31,6.02,6.14,5.19,4.72
2004-01-01,2608,7.85,7.92,6.0,6.45,6.42,6.35
2003-01-01,2608,4.03,4.21,3.3,4.17,5.01,7.85
2002-01-01,2608,7.19,7.26,6.28,5.15,3.65,4.03
2001-01-01,2608,6.78,6.6,5.64,4.29,3.63,7.19
2000-01-01,2608,16.0,15.0,12.99,10.11,7.19,6.78
