eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1103,10.35,9.68,10.2,10.35,12.23,11.51
2016-01-01,1103,8.85,8.83,8.49,7.86,8.57,10.35
2015-01-01,1103,12.49,12.67,12.94,11.08,9.53,8.85
2014-01-01,1103,13.59,13.68,13.68,13.68,13.58,12.49
2013-01-01,1103,11.33,11.03,11.29,12.01,12.44,13.59
2012-01-01,1103,11.37,10.88,11.08,11.08,12.65,11.33
2011-01-01,1103,13.17,13.6,14.27,14.03,12.07,11.37
2010-01-01,1103,11.98,12.17,11.18,10.47,11.96,13.17
2009-01-01,1103,11.6,11.71,13.37,11.52,12.85,11.98
2008-01-01,1103,17.86,18.68,20.64,14.42,9.71,11.6
2007-01-01,1103,13.63,14.7,12.84,16.62,23.97,17.86
2006-01-01,1103,9.07,9.31,12.53,12.12,12.71,13.63
2005-01-01,1103,9.03,8.79,7.83,8.52,9.65,9.07
2004-01-01,1103,12.64,12.43,9.13,11.4,11.61,9.03
2003-01-01,1103,9.96,10.51,7.76,10.23,10.51,12.64
2002-01-01,1103,5.91,6.49,6.25,7.28,6.39,9.96
2001-01-01,1103,5.19,5.01,4.98,4.64,4.09,5.91
2000-01-01,1103,7.31,7.07,6.32,6.32,4.67,5.19
