eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1305,25.6,25.0,22.76,24.24,28.52,29.9
2016-01-01,1305,12.79,12.55,12.2,12.16,17.59,25.6
2015-01-01,1305,9.95,10.68,10.45,8.41,10.36,12.79
2014-01-01,1305,10.7,10.66,10.2,11.06,8.83,9.95
2013-01-01,1305,9.22,8.97,9.25,11.34,11.86,10.7
2012-01-01,1305,6.98,6.79,7.31,5.96,8.39,9.22
2011-01-01,1305,8.3,9.13,8.64,7.53,5.03,6.98
2010-01-01,1305,7.72,7.69,7.39,5.93,7.31,8.3
2009-01-01,1305,5.32,6.32,6.56,7.06,6.98,7.72
2008-01-01,1305,6.02,6.38,7.45,6.56,3.74,5.32
2007-01-01,1305,4.85,5.09,4.7,5.19,6.44,6.02
2006-01-01,1305,4.42,4.65,5.07,4.25,4.45,4.85
2005-01-01,1305,6.59,6.14,5.35,6.17,5.2,4.42
2004-01-01,1305,7.75,7.9,6.98,7.21,8.76,6.59
2003-01-01,1305,4.92,5.66,4.68,6.98,6.74,7.75
2002-01-01,1305,7.42,6.8,5.46,5.07,4.56,4.92
2001-01-01,1305,2.87,2.74,2.37,1.85,1.72,7.42
2000-01-01,1305,12.4,12.34,9.72,9.96,3.46,2.87
