eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2206,19.48,19.62,19.44,19.75,20.3,20.63
2016-01-01,2206,18.27,18.45,17.71,18.06,18.89,19.48
2015-01-01,2206,22.95,23.94,23.51,21.56,20.26,18.27
2014-01-01,2206,43.3,41.22,22.3,26.93,24.33,22.95
2013-01-01,2206,20.62,20.41,24.68,23.88,38.13,43.3
2012-01-01,2206,16.82,15.85,14.71,16.31,16.99,20.62
2011-01-01,2206,13.35,13.12,13.27,14.19,13.86,16.82
2010-01-01,2206,10.38,10.7,10.46,10.14,13.35,13.35
2009-01-01,2206,6.93,8.16,8.0,12.32,11.49,10.38
2008-01-01,2206,15.56,15.38,14.84,8.39,6.5,6.93
2007-01-01,2206,13.73,13.76,13.21,16.72,18.94,15.56
2006-01-01,2206,7.53,7.66,9.62,11.36,12.32,13.73
2005-01-01,2206,7.99,7.96,8.28,8.53,7.69,7.53
2004-01-01,2206,6.76,6.68,7.69,6.84,8.19,7.99
2003-01-01,2206,3.34,3.37,2.96,3.39,3.37,6.76
2002-01-01,2206,3.12,3.58,3.04,2.85,2.65,3.34
2001-01-01,2206,4.43,4.38,4.0,3.61,3.15,3.12
2000-01-01,2206,8.98,8.9,8.23,7.06,5.54,4.43
