eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1309,10.35,9.97,9.53,9.9,10.7,11.7
2016-01-01,1309,7.9,7.75,7.5,7.33,7.78,10.35
2015-01-01,1309,8.9,9.05,9.17,8.26,8.62,7.9
2014-01-01,1309,11.5,11.35,10.3,11.65,8.82,8.9
2013-01-01,1309,9.33,9.16,9.32,11.4,12.5,11.5
2012-01-01,1309,11.47,11.14,10.77,10.16,10.3,9.33
2011-01-01,1309,13.6,13.97,13.97,13.93,10.77,11.47
2010-01-01,1309,10.56,10.47,10.31,9.54,9.66,13.6
2009-01-01,1309,5.85,6.58,6.24,6.44,10.39,10.56
2008-01-01,1309,8.44,8.87,9.06,6.79,4.87,5.85
2007-01-01,1309,6.46,6.87,6.66,7.4,9.52,8.44
2006-01-01,1309,5.6,6.09,6.37,5.47,5.82,6.46
2005-01-01,1309,7.11,7.14,6.31,7.0,5.8,5.6
2004-01-01,1309,8.48,8.59,6.93,7.6,9.04,7.11
2003-01-01,1309,6.19,6.65,4.79,7.64,7.21,8.48
2002-01-01,1309,11.12,10.31,7.81,6.4,5.74,6.19
2001-01-01,1309,5.63,5.17,4.64,4.12,3.84,11.12
2000-01-01,1309,14.97,14.84,12.28,11.84,6.05,5.63
