eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1441,10.12,10.19,9.16,7.96,7.62,14.2
2016-01-01,1441,10.41,10.34,10.13,11.86,10.58,10.12
2015-01-01,1441,13.55,13.78,15.25,12.53,10.64,10.41
2014-01-01,1441,15.18,14.75,14.15,13.6,13.21,13.55
2013-01-01,1441,12.66,12.2,12.91,13.27,13.58,15.18
2012-01-01,1441,14.4,13.5,13.82,13.5,15.33,12.66
2011-01-01,1441,10.9,11.13,14.69,20.9,17.84,14.4
2010-01-01,1441,12.42,12.08,11.37,11.09,11.52,10.9
2009-01-01,1441,8.09,11.3,19.32,14.87,11.78,12.42
2008-01-01,1441,14.92,15.25,16.49,11.21,8.64,8.09
2007-01-01,1441,17.42,19.04,17.11,17.01,19.15,14.92
2006-01-01,1441,4.38,4.59,5.4,7.61,6.5,17.42
2005-01-01,1441,6.38,6.45,6.45,7.21,5.14,4.38
2004-01-01,1441,16.89,15.59,14.63,7.66,8.3,6.38
2003-01-01,1441,8.21,8.74,6.52,9.53,7.96,16.89
2002-01-01,1441,15.48,14.91,14.3,10.46,5.77,8.21
2001-01-01,1441,15.05,15.3,12.9,12.26,9.57,15.48
2000-01-01,1441,27.77,25.62,23.83,21.68,17.45,15.05
