eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2543,8.87,8.9,8.78,8.6,8.59,8.52
2016-01-01,2543,8.26,8.07,7.89,10.12,8.79,8.87
2015-01-01,2543,9.84,9.84,9.65,9.23,7.74,8.26
2014-01-01,2543,7.59,7.55,7.39,8.87,9.18,9.84
2013-01-01,2543,8.0,7.74,7.86,7.54,7.31,7.59
2012-01-01,2543,5.62,5.45,5.49,5.34,5.46,8.0
2011-01-01,2543,5.61,5.73,5.83,6.74,7.19,5.62
2010-01-01,2543,6.66,6.79,6.65,5.7,6.16,5.61
2009-01-01,2543,5.59,5.93,6.82,5.83,6.26,6.66
2008-01-01,2543,10.17,10.97,10.3,6.03,3.51,5.59
2007-01-01,2543,9.87,10.07,10.12,9.71,11.14,10.17
2006-01-01,2543,5.88,5.9,6.59,6.87,6.53,9.87
2005-01-01,2543,5.65,5.6,5.34,6.09,6.12,5.88
2004-01-01,2543,6.93,7.15,7.15,7.02,5.52,5.65
2003-01-01,2543,2.6,2.58,2.11,3.22,4.14,6.93
2002-01-01,2543,2.32,3.07,3.27,3.27,2.47,2.6
2001-01-01,2543,1.54,1.49,1.16,1.07,0.99,2.32
2000-01-01,2543,3.18,3.18,2.84,2.32,1.73,1.54
