eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2337,24.34,25.11,25.79,32.45,45.95,49.13
2016-01-01,2337,8.0,7.79,6.47,5.47,8.29,24.34
2015-01-01,2337,14.62,14.18,14.22,11.49,8.15,8.0
2014-01-01,2337,12.09,12.38,13.31,14.26,13.19,14.62
2013-01-01,2337,16.54,15.22,15.51,14.02,13.87,12.09
2012-01-01,2337,19.74,19.1,17.92,17.26,18.56,16.54
2011-01-01,2337,33.68,32.81,31.69,31.08,19.1,19.74
2010-01-01,2337,36.16,36.41,36.41,34.99,33.33,33.68
2009-01-01,2337,21.27,21.51,22.45,23.46,29.33,36.16
2008-01-01,2337,20.19,20.64,24.65,19.82,15.25,21.27
2007-01-01,2337,19.76,20.34,19.9,21.35,31.18,20.19
2006-01-01,2337,10.25,10.25,11.25,13.45,14.67,19.76
2005-01-01,2337,10.35,10.37,9.97,14.19,8.76,10.25
2004-01-01,2337,29.44,33.88,30.31,26.49,17.74,10.35
2003-01-01,2337,21.56,22.67,12.61,19.47,21.19,29.44
2002-01-01,2337,68.54,69.66,46.91,40.32,28.34,21.56
2001-01-01,2337,86.15,84.43,51.92,81.09,30.06,68.54
2000-01-01,2337,139.6,161.26,148.42,130.95,84.78,86.15
