eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1710,22.39,21.78,20.94,23.24,23.72,29.3
2016-01-01,1710,19.01,19.25,19.53,18.45,18.36,22.39
2015-01-01,1710,25.07,24.31,24.35,21.92,22.02,19.01
2014-01-01,1710,25.95,26.64,25.99,26.99,23.23,25.07
2013-01-01,1710,25.53,25.28,27.4,23.83,25.65,25.95
2012-01-01,1710,27.38,26.13,25.98,26.16,27.81,25.53
2011-01-01,1710,28.05,25.62,27.31,30.27,26.34,27.38
2010-01-01,1710,16.33,17.01,16.89,14.76,18.27,28.05
2009-01-01,1710,10.18,11.12,10.98,11.71,13.36,16.33
2008-01-01,1710,17.94,17.96,19.6,16.41,10.44,10.18
2007-01-01,1710,11.98,13.81,12.17,14.11,22.79,17.94
2006-01-01,1710,8.99,9.23,9.73,9.51,10.14,11.98
2005-01-01,1710,9.92,9.35,9.35,9.0,9.51,8.99
2004-01-01,1710,8.51,9.33,6.92,9.66,11.69,9.92
2003-01-01,1710,6.14,6.99,5.6,6.97,8.15,8.51
2002-01-01,1710,3.86,3.82,4.09,3.58,3.98,6.14
2001-01-01,1710,1.97,1.84,1.71,1.4,1.6,3.86
2000-01-01,1710,3.57,3.49,2.99,3.07,1.86,1.97
