eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1717,27.5,27.25,27.34,28.54,27.96,27.18
2016-01-01,1717,24.17,24.21,23.48,24.94,27.84,27.5
2015-01-01,1717,22.7,23.18,23.97,22.53,21.35,24.17
2014-01-01,1717,19.9,20.28,20.09,20.35,21.61,22.7
2013-01-01,1717,14.78,14.57,15.41,15.35,16.1,19.9
2012-01-01,1717,14.36,13.4,13.54,13.25,14.99,14.78
2011-01-01,1717,17.46,17.41,17.23,16.42,12.92,14.36
2010-01-01,1717,14.41,15.01,14.41,13.47,16.62,17.46
2009-01-01,1717,7.57,8.94,10.11,10.26,14.33,14.41
2008-01-01,1717,10.94,11.15,11.07,8.0,7.59,7.57
2007-01-01,1717,16.98,16.58,14.25,14.76,14.74,10.94
2006-01-01,1717,9.53,10.37,11.59,11.81,14.31,16.98
2005-01-01,1717,3.2,3.2,3.29,3.42,4.9,9.53
2004-01-01,1717,2.73,2.78,2.55,2.67,3.08,3.2
2003-01-01,1717,1.97,2.07,1.68,2.3,2.18,2.73
2002-01-01,1717,2.23,2.23,2.27,2.2,1.98,1.97
2001-01-01,1717,1.54,1.44,1.24,1.22,1.12,2.23
2000-01-01,1717,2.57,3.08,2.37,2.73,1.41,1.54
