eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1455,9.4,9.24,8.57,9.22,10.52,10.52
2016-01-01,1455,8.1,8.06,7.59,7.36,7.78,9.4
2015-01-01,1455,8.36,8.63,9.68,12.9,10.23,8.1
2014-01-01,1455,8.72,8.68,8.13,8.19,7.92,8.36
2013-01-01,1455,8.23,7.71,7.73,8.17,9.03,8.72
2012-01-01,1455,9.17,8.8,9.01,8.04,9.29,8.23
2011-01-01,1455,15.52,17.69,14.95,12.98,11.17,9.17
2010-01-01,1455,10.42,10.61,12.44,10.34,12.16,15.52
2009-01-01,1455,3.37,3.55,3.71,3.89,7.32,10.42
2008-01-01,1455,5.78,5.79,6.07,4.31,3.26,3.37
2007-01-01,1455,5.95,6.4,6.07,6.03,7.33,5.78
2006-01-01,1455,3.91,3.94,4.51,4.11,4.42,5.95
2005-01-01,1455,5.65,5.65,5.52,5.2,4.75,3.91
2004-01-01,1455,5.47,5.62,4.92,4.89,6.65,5.65
2003-01-01,1455,4.84,5.3,3.67,4.82,4.89,5.47
2002-01-01,1455,5.18,4.28,4.62,3.95,4.39,4.84
2001-01-01,1455,2.56,2.54,1.9,1.88,2.38,5.18
2000-01-01,1455,4.34,4.24,3.56,3.98,2.36,2.56
