eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2904,21.23,21.05,20.66,19.6,18.83,17.32
2016-01-01,2904,22.61,22.7,22.49,22.29,22.6,21.23
2015-01-01,2904,21.12,21.28,21.12,21.28,20.89,22.61
2014-01-01,2904,18.2,17.99,18.27,20.19,20.59,21.12
2013-01-01,2904,16.43,15.93,16.24,17.78,17.03,18.2
2012-01-01,2904,14.64,14.31,15.46,16.61,17.78,16.43
2011-01-01,2904,8.56,8.32,7.86,11.02,9.76,14.64
2010-01-01,2904,7.33,7.21,7.09,6.12,7.23,8.56
2009-01-01,2904,2.64,3.09,3.53,3.59,6.65,7.33
2008-01-01,2904,3.38,3.84,4.2,3.79,2.77,2.64
2007-01-01,2904,3.39,3.07,3.21,4.21,4.16,3.38
2006-01-01,2904,1.97,2.07,2.01,3.25,2.11,3.39
2005-01-01,2904,4.03,4.18,3.65,2.84,2.74,1.97
2004-01-01,2904,7.42,7.55,5.95,4.99,4.22,4.03
2003-01-01,2904,6.37,6.52,5.09,5.19,3.98,7.42
2002-01-01,2904,16.63,14.58,13.43,15.99,7.36,6.37
2001-01-01,2904,14.26,13.82,13.62,8.83,9.21,16.63
2000-01-01,2904,20.34,20.34,22.26,19.19,9.59,14.26
