eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1617,8.05,8.61,8.29,8.67,12.44,13.4
2016-01-01,1617,6.03,5.99,5.98,5.92,6.49,8.05
2015-01-01,1617,6.95,6.83,6.86,5.97,6.65,6.03
2014-01-01,1617,7.8,7.73,7.51,7.71,7.53,6.95
2013-01-01,1617,7.71,7.8,9.69,8.29,7.85,7.8
2012-01-01,1617,10.58,10.5,9.86,7.9,8.41,7.71
2011-01-01,1617,10.63,10.67,11.12,10.71,10.11,10.58
2010-01-01,1617,6.61,7.21,8.19,7.89,13.23,10.63
2009-01-01,1617,4.47,5.82,5.22,5.05,5.62,6.61
2008-01-01,1617,7.19,7.26,7.46,6.46,4.77,4.47
2007-01-01,1617,8.49,8.95,8.41,8.34,9.0,7.19
2006-01-01,1617,5.2,5.42,6.32,7.37,7.44,8.49
2005-01-01,1617,7.39,7.39,6.87,6.87,5.91,5.2
2004-01-01,1617,9.2,9.3,8.51,8.6,8.63,7.39
2003-01-01,1617,10.37,10.42,9.2,9.2,8.57,9.2
2002-01-01,1617,10.26,11.35,10.95,9.36,9.73,10.37
2001-01-01,1617,7.77,6.88,6.23,6.19,5.55,10.26
2000-01-01,1617,6.86,7.22,7.98,6.13,6.52,7.77
