eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1413,6.0,6.05,6.01,7.23,7.81,12.45
2016-01-01,1413,7.05,7.03,6.62,6.77,6.2,6.0
2015-01-01,1413,6.4,6.4,6.76,8.4,8.48,7.05
2014-01-01,1413,7.62,7.0,7.0,6.77,6.72,6.4
2013-01-01,1413,6.67,6.5,6.62,6.75,6.83,7.62
2012-01-01,1413,8.02,7.72,7.78,6.62,7.82,6.67
2011-01-01,1413,14.67,14.98,16.0,12.98,8.5,8.02
2010-01-01,1413,9.68,10.18,10.22,8.97,17.58,14.67
2009-01-01,1413,5.89,6.25,6.56,5.33,7.11,9.68
2008-01-01,1413,10.56,10.75,11.56,7.94,5.56,5.89
2007-01-01,1413,10.25,11.0,9.86,11.25,13.5,10.56
2006-01-01,1413,5.0,5.08,6.08,6.11,5.72,10.25
2005-01-01,1413,8.42,8.19,7.47,8.44,6.75,5.0
2004-01-01,1413,13.14,13.5,11.67,10.69,13.19,8.42
2003-01-01,1413,11.31,12.11,7.5,10.78,10.67,13.14
2002-01-01,1413,12.92,11.5,10.47,8.36,6.94,11.31
2001-01-01,1413,8.97,8.06,6.31,5.0,4.36,12.92
2000-01-01,1413,26.81,26.67,22.64,21.11,8.67,8.97
