eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2616,27.81,27.89,30.47,29.99,29.87,30.19
2016-01-01,2616,20.18,20.46,20.26,20.42,21.84,27.81
2015-01-01,2616,18.63,19.05,18.86,18.32,18.45,20.18
2014-01-01,2616,19.08,18.98,18.9,18.36,18.7,18.63
2013-01-01,2616,16.3,15.99,16.3,16.5,17.2,19.08
2012-01-01,2616,12.56,12.23,12.23,12.23,14.49,16.3
2011-01-01,2616,11.11,11.35,11.23,11.58,10.78,12.56
2010-01-01,2616,9.1,9.18,9.12,9.24,9.97,11.11
2009-01-01,2616,7.19,7.33,7.35,7.19,7.74,9.1
2008-01-01,2616,8.78,8.98,8.98,7.85,7.46,7.19
2007-01-01,2616,7.33,7.59,7.42,8.52,9.11,8.78
2006-01-01,2616,5.82,5.82,6.22,5.82,5.87,7.33
2005-01-01,2616,5.55,5.48,5.55,5.51,6.09,5.82
2004-01-01,2616,6.4,6.33,6.0,5.6,5.7,5.55
2003-01-01,2616,4.28,4.96,4.02,4.33,4.62,6.4
2002-01-01,2616,3.33,3.35,3.33,3.64,3.18,4.28
2001-01-01,2616,3.63,3.16,3.07,2.36,2.5,3.33
2000-01-01,2616,4.34,4.25,3.89,3.58,3.82,3.63
