eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1802,16.89,15.2,15.0,14.47,14.9,17.87
2016-01-01,1802,12.91,13.06,13.1,13.44,14.27,16.89
2015-01-01,1802,21.42,21.71,20.74,14.41,11.7,12.91
2014-01-01,1802,28.03,27.89,26.68,24.37,23.89,21.42
2013-01-01,1802,26.44,25.81,28.59,25.72,28.51,28.03
2012-01-01,1802,28.82,28.86,27.83,23.08,27.88,26.44
2011-01-01,1802,30.54,30.94,37.27,41.12,31.71,28.82
2010-01-01,1802,26.31,25.68,22.44,22.16,26.08,30.54
2009-01-01,1802,14.41,15.01,18.27,16.36,20.25,26.31
2008-01-01,1802,24.95,24.89,24.95,21.17,13.39,14.41
2007-01-01,1802,16.76,17.46,17.87,19.41,25.7,24.95
2006-01-01,1802,14.15,14.42,14.76,14.12,14.88,16.76
2005-01-01,1802,11.21,11.09,10.57,13.06,13.87,14.15
2004-01-01,1802,8.76,8.89,8.32,10.0,12.0,11.21
2003-01-01,1802,6.44,6.75,6.02,6.7,7.04,8.76
2002-01-01,1802,5.78,6.29,6.49,6.5,5.34,6.44
2001-01-01,1802,5.51,5.24,5.2,5.61,4.68,5.78
2000-01-01,1802,4.32,5.23,5.54,5.98,5.74,5.51
