eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1909,22.93,23.46,24.27,30.72,44.49,30.43
2016-01-01,1909,10.66,11.19,11.15,13.34,13.76,22.93
2015-01-01,1909,10.03,10.18,10.45,9.68,8.8,10.66
2014-01-01,1909,10.56,10.78,9.51,11.21,12.06,10.03
2013-01-01,1909,6.08,6.09,6.45,7.06,7.93,10.56
2012-01-01,1909,6.14,6.02,5.87,5.28,5.46,6.08
2011-01-01,1909,7.52,7.52,7.39,7.2,6.41,6.14
2010-01-01,1909,6.51,6.6,6.42,5.96,6.82,7.52
2009-01-01,1909,4.52,4.54,4.54,4.7,6.84,6.51
2008-01-01,1909,7.37,7.37,7.77,6.16,4.33,4.52
2007-01-01,1909,8.48,9.18,8.21,8.32,8.64,7.37
2006-01-01,1909,3.71,3.9,5.01,4.99,5.88,8.48
2005-01-01,1909,4.0,3.98,3.6,3.79,3.57,3.71
2004-01-01,1909,4.86,5.07,3.96,4.71,4.67,4.0
2003-01-01,1909,2.28,2.58,1.86,2.32,2.26,4.86
2002-01-01,1909,2.16,2.26,2.12,2.04,1.62,2.28
2001-01-01,1909,2.74,2.68,2.38,2.02,1.29,2.16
2000-01-01,1909,3.59,3.64,3.33,2.66,1.96,2.74
