eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1726,73.41,73.78,74.78,75.24,76.92,78.07
2016-01-01,1726,67.66,64.28,62.19,65.92,68.68,73.41
2015-01-01,1726,69.88,70.37,73.23,67.27,55.51,67.66
2014-01-01,1726,60.45,60.53,64.18,65.04,70.94,69.88
2013-01-01,1726,53.4,51.99,58.67,54.14,52.9,60.45
2012-01-01,1726,33.17,33.28,35.67,35.81,43.22,53.4
2011-01-01,1726,31.17,31.44,31.61,30.83,28.64,33.17
2010-01-01,1726,29.2,29.42,30.96,28.33,30.32,31.17
2009-01-01,1726,20.85,21.1,21.77,22.69,26.1,29.2
2008-01-01,1726,26.96,27.13,29.89,21.84,18.84,20.85
2007-01-01,1726,33.94,34.0,32.67,32.62,30.81,26.96
2006-01-01,1726,19.59,19.56,20.55,21.72,29.09,33.94
2005-01-01,1726,21.03,20.69,20.03,20.3,19.3,19.59
2004-01-01,1726,19.14,19.37,18.21,18.3,20.0,21.03
2003-01-01,1726,16.02,16.33,14.95,15.9,17.32,19.14
2002-01-01,1726,15.02,14.77,15.14,17.12,16.33,16.02
2001-01-01,1726,11.23,10.58,10.84,11.15,11.19,15.02
2000-01-01,1726,17.24,17.52,15.56,13.49,13.87,11.23
