eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1438,4.9,4.65,4.83,4.9,5.05,8.35
2016-01-01,1438,4.48,4.3,4.02,4.1,4.1,4.9
2015-01-01,1438,6.8,6.6,6.32,5.5,5.0,4.48
2014-01-01,1438,6.72,6.76,6.62,7.45,6.42,6.8
2013-01-01,1438,3.65,3.68,3.69,4.93,5.95,6.72
2012-01-01,1438,2.31,2.29,2.17,2.04,2.6,3.65
2011-01-01,1438,2.54,2.56,3.02,3.16,2.63,2.31
2010-01-01,1438,1.76,1.77,1.93,1.87,2.02,2.54
2009-01-01,1438,0.83,1.14,1.33,1.0,1.19,1.76
2008-01-01,1438,1.75,1.76,1.55,2.42,1.29,0.83
2007-01-01,1438,2.35,1.91,1.77,1.59,2.07,1.75
2006-01-01,1438,0.9,0.69,0.6,1.31,1.05,2.35
2005-01-01,1438,1.25,1.57,1.98,1.71,1.31,0.9
2004-01-01,1438,2.8,3.88,2.78,1.89,1.98,1.25
2003-01-01,1438,1.31,1.5,1.55,1.0,0.96,2.8
2002-01-01,1438,1.38,1.4,1.83,1.59,1.26,1.31
2001-01-01,1438,3.5,3.1,3.05,2.38,2.8,1.38
2000-01-01,1438,16.1,16.1,11.5,10.2,3.57,3.5
