eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,2028,7.0,7.76,7.15,6.17,7.95,12.2
2016-01-01,2028,2.78,2.88,3.17,2.93,3.08,7.0
2015-01-01,2028,5.42,4.45,4.38,2.87,2.48,2.78
2014-01-01,2028,7.97,7.95,7.87,7.47,7.5,5.42
2013-01-01,2028,8.22,8.18,8.27,8.42,8.12,7.97
2012-01-01,2028,8.75,8.63,8.65,8.3,8.7,8.22
2011-01-01,2028,15.5,15.22,15.67,14.08,10.23,8.75
2010-01-01,2028,17.25,17.42,15.47,11.9,15.35,15.5
2009-01-01,2028,11.5,12.45,11.08,10.83,11.75,17.25
2008-01-01,2028,16.62,20.0,38.58,23.25,14.03,11.5
2007-01-01,2028,13.8,15.07,14.42,13.67,16.22,16.62
2006-01-01,2028,8.02,9.5,8.0,7.45,8.58,13.8
2005-01-01,2028,11.57,12.18,11.6,9.23,7.27,8.02
2004-01-01,2028,16.75,16.42,12.25,14.33,18.0,11.57
2003-01-01,2028,18.7,20.01,12.35,24.44,17.2,16.75
2002-01-01,2028,20.98,25.98,21.94,14.09,9.2,18.7
2001-01-01,2028,7.89,7.43,6.35,4.39,3.46,20.98
2000-01-01,2028,29.25,27.33,24.25,20.01,7.66,7.89
