eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1517,11.04,10.85,10.37,9.93,10.7,10.45
2016-01-01,1517,10.35,10.26,10.03,9.89,9.98,11.04
2015-01-01,1517,12.47,13.04,13.04,11.29,10.85,10.35
2014-01-01,1517,15.82,15.69,14.46,13.91,12.38,12.47
2013-01-01,1517,10.46,10.94,12.15,11.27,11.66,15.82
2012-01-01,1517,11.65,11.03,10.88,9.77,10.18,10.46
2011-01-01,1517,10.56,10.45,10.34,9.47,7.74,11.65
2010-01-01,1517,7.94,8.01,10.17,9.33,10.74,10.56
2009-01-01,1517,6.49,6.6,7.06,6.6,7.07,7.94
2008-01-01,1517,7.63,8.42,8.03,7.29,5.44,6.49
2007-01-01,1517,9.46,10.56,10.14,12.98,11.78,7.63
2006-01-01,1517,3.26,3.33,3.51,3.25,3.43,9.46
2005-01-01,1517,6.32,5.88,4.64,4.79,3.4,3.26
2004-01-01,1517,5.8,6.07,6.21,6.4,6.92,6.32
2003-01-01,1517,3.89,4.3,3.72,4.49,3.61,5.8
2002-01-01,1517,3.56,3.75,3.31,2.64,2.05,3.89
2001-01-01,1517,4.6,4.05,3.06,2.63,2.01,3.56
2000-01-01,1517,11.62,11.62,10.18,5.65,3.06,4.6
