eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1614,24.05,23.17,23.26,23.17,23.02,22.73
2016-01-01,1614,22.15,21.16,21.48,22.15,22.89,24.05
2015-01-01,1614,25.4,25.44,26.8,23.95,22.15,22.15
2014-01-01,1614,33.12,32.61,29.16,29.03,30.21,25.4
2013-01-01,1614,31.42,31.47,34.86,35.01,33.0,33.12
2012-01-01,1614,28.82,28.11,27.26,25.79,31.47,31.42
2011-01-01,1614,30.31,30.07,30.31,29.52,26.12,28.82
2010-01-01,1614,29.23,29.14,27.13,27.21,30.49,30.31
2009-01-01,1614,20.81,22.41,23.43,25.86,27.97,29.23
2008-01-01,1614,36.04,35.87,32.88,23.7,20.64,20.81
2007-01-01,1614,18.38,19.46,18.59,24.99,27.29,36.04
2006-01-01,1614,17.17,17.89,18.95,22.04,18.54,18.38
2005-01-01,1614,12.82,12.79,12.53,12.9,12.9,17.17
2004-01-01,1614,14.58,15.2,14.02,13.56,12.6,12.82
2003-01-01,1614,8.49,8.62,8.03,8.58,11.02,14.58
2002-01-01,1614,7.37,7.37,7.88,7.31,7.11,8.49
2001-01-01,1614,6.41,6.06,6.15,6.03,5.42,7.37
2000-01-01,1614,7.4,7.87,7.14,6.44,6.38,6.41
