eventime,index,evenPrice,evenPrice5d,evenPrice1m,evenPrice3m,evenPrice6m,evenPrice1y
2017-01-01,1721,14.73,14.5,14.41,13.66,12.89,12.45
2016-01-01,1721,11.94,11.84,12.31,14.5,14.22,14.73
2015-01-01,1721,10.54,10.21,11.24,10.16,9.7,11.94
2014-01-01,1721,10.72,10.96,9.27,11.56,10.96,10.54
2013-01-01,1721,7.55,7.26,7.56,7.46,7.67,10.72
2012-01-01,1721,7.23,6.91,7.0,6.9,7.15,7.55
2011-01-01,1721,9.7,9.98,9.65,9.89,7.46,7.23
2010-01-01,1721,15.43,15.85,16.09,13.24,12.64,9.7
2009-01-01,1721,14.28,14.27,11.64,9.84,10.31,15.43
2008-01-01,1721,21.52,21.52,23.91,14.83,9.49,14.28
2007-01-01,1721,11.76,12.48,13.04,18.73,28.06,21.52
2006-01-01,1721,10.09,10.41,10.6,8.51,8.69,11.76
2005-01-01,1721,10.33,11.16,9.87,9.64,8.86,10.09
2004-01-01,1721,12.75,12.51,11.64,11.72,11.24,10.33
2003-01-01,1721,8.53,8.93,7.41,7.73,6.93,12.75
2002-01-01,1721,8.61,9.56,9.8,10.52,7.33,8.53
2001-01-01,1721,6.3,5.91,5.01,4.62,3.75,8.61
2000-01-01,1721,18.25,18.49,15.54,12.12,6.12,6.3
